"dataset","optimizer","trial","success","time_seconds","objective_value","tc","m","w","A","B","C1","C2","rel_err","oscillations","damping","error_message"
"medium_regular","hybrid",1,FALSE,0.135752201080322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"medium_regular","hybrid",2,FALSE,0.118868589401245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"medium_regular","hybrid",3,FALSE,0.119386911392212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"medium_regular","hybrid",4,FALSE,0.116308212280273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"medium_regular","hybrid",5,FALSE,0.114444494247437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"volatile_data","mlsl",1,TRUE,0.645712375640869,0.414600570689673,2020.48852459016,0.788725029972327,3.46479312261787,4.48715293013635,0.673957590513323,0.371046315570145,0.110426427720817,0.0047466225301565,5.58013182348339,0.396300345584426,""
"volatile_data","mlsl",2,TRUE,0.652784585952759,0.414600570689673,2020.48852459016,0.788725029972327,3.46479312261787,4.48715293013635,0.673957590513323,0.371046315570145,0.110426427720817,0.0047466225301565,5.58013182348339,0.396300345584426,""
"volatile_data","mlsl",3,TRUE,0.628966569900513,0.414600570689673,2020.48852459016,0.788725029972327,3.46479312261787,4.48715293013635,0.673957590513323,0.371046315570145,0.110426427720817,0.0047466225301565,5.58013182348339,0.396300345584426,""
"volatile_data","mlsl",4,TRUE,0.641449213027954,0.414600570689673,2020.48852459016,0.788725029972327,3.46479312261787,4.48715293013635,0.673957590513323,0.371046315570145,0.110426427720817,0.0047466225301565,5.58013182348339,0.396300345584426,""
"volatile_data","mlsl",5,TRUE,0.62842845916748,0.414600570689673,2020.48852459016,0.788725029972327,3.46479312261787,4.48715293013635,0.673957590513323,0.371046315570145,0.110426427720817,0.0047466225301565,5.58013182348339,0.396300345584426,""
"volatile_data","de",1,TRUE,0.507415056228638,0.414600518260072,2020.48852459016,0.79022393561138,3.46228428608993,4.48704458858081,0.675806861917141,0.372011805488118,0.111748785044179,0.00472519302063662,5.57609128251773,0.397094057863298,""
"volatile_data","de",2,TRUE,0.480499982833862,0.414600518260073,2020.48852459016,0.790223785288243,3.46228448548813,4.48704459306572,0.67580669511283,0.37201170832909,0.111748676742705,0.00472519450528943,5.57609160365329,0.397093988421893,""
"volatile_data","de",3,TRUE,0.477926969528198,0.414600518260072,2020.48852459016,0.790223827336015,3.46228440154405,4.48704458835178,0.675806752038296,0.372011735353318,0.111748720340196,0.00472519373323151,5.57609146845934,0.397094013346415,""
"volatile_data","de",4,TRUE,0.481580257415771,0.414600518260072,2020.48852459016,0.790223954587131,3.46228426431684,4.48704458843198,0.675806881734754,0.372011817771137,0.111748797110809,0.00472519287626539,5.57609124745165,0.397094065965611,""
"volatile_data","de",5,TRUE,0.479495525360107,0.414600518260072,2020.48852459016,0.790223813482215,3.46228441351008,4.48704458797786,0.675806739002142,0.372011726364349,0.111748713386729,0.00472519378886794,5.57609148773091,0.397094008198459,""
"volatile_data","hybrid",1,FALSE,0.147498369216919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"volatile_data","hybrid",2,FALSE,0.116174697875977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"volatile_data","hybrid",3,FALSE,0.117327690124512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"volatile_data","hybrid",4,FALSE,0.116559982299805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
"volatile_data","hybrid",5,FALSE,0.115645885467529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Error in lppls_estimate(data, plot = FALSE, optimizer = optimizer) : 
  optimizer must be one of: mlsl, de
"
